11,0,0,1,0,1,0,0,0,3
2,0,1,0,0,2,3,0,0,4
0,0,35,1,0,23,0,2,0,11
0,0,14,14,1,7,0,1,1,0
0,0,0,0,40,0,1,1,0,0
0,0,4,0,0,20,0,0,0,2
0,0,1,1,1,0,50,20,0,0
0,0,0,0,1,0,1,27,1,0
2,0,4,0,0,0,1,1,4,0
0,0,4,0,0,5,2,1,0,40
